漢字,音訓,読み方,表内読み
凄,訓,すさ,まじい,表外読み
凄,訓,すご,い,表外読み
凄,訓,さむ,い,表外読み
凄,音,セイ,,表内読み
逍,訓,さまよ,う,表内読み
逍,音,ショウ,,表内読み
贇,音,イン,,表内読み
玥,音,ゲツ,,表内読み
辺,訓,あた,り,表内読み
辺,訓,べ,,表内読み
辺,訓,ほとり,,表外読み
辺,音,ヘン,,表内読み
折,訓,お,る,表内読み
折,訓,おり,,表内読み
折,訓,お,れる,表内読み
折,訓,くじ,く,表外読み
折,訓,くじ,ける,表外読み
折,訓,さだ,める,表外読み
折,音,セツ,,表内読み
折,音,シャク,,表外読み
鍖,音,チン,,表内読み
蟇,訓,がま,,表内読み
蟇,訓,ひきがえる,,表内読み
蟇,音,マ,,表内読み
蟇,音,バ,,表内読み
蟇,音,バク,,表内読み
輒,訓,すなわ,ち,表内読み
輒,音,チョウ,,表内読み
幾,訓,いく,,表内読み
幾,訓,ちか,い,表外読み
幾,訓,きざ,し,表外読み
幾,訓,ほとん,ど,表外読み
幾,訓,こいねが,う,表外読み
幾,音,キ,,表内読み
珠,訓,たま,,表外読み
珠,音,シュ,,表内読み
陜,訓,せま,い,表内読み
陜,訓,やまあい,,表内読み
陜,訓,やまかい,,表内読み
陜,音,キョウ,,表内読み
器,訓,うつわ,,表内読み
器,音,キ,,表内読み
齆,音,オウ,,表内読み
雉,訓,きじ,,表内読み
雉,音,ジ,,表内読み
雉,音,チ,,表内読み
犾,音,ギン,,表内読み
跂,訓,は,う,表内読み
跂,訓,つまだ,てる,表内読み
跂,音,キ,,表内読み
跂,音,ギ,,表内読み
蒡,音,ホウ,,表内読み
蒡,音,ボウ,,表内読み
羽,訓,は,,表内読み
羽,訓,はね,,表内読み
羽,音,ウ,,表内読み
萸,音,ユ,,表内読み
層,訓,かさ,なる,表内読み
層,音,ソウ,,表内読み
讝,音,セン,,表内読み
頎,音,キ,,表内読み
濛,訓,こさめ,,表内読み
濛,訓,くら,い,表内読み
濛,訓,うすぐら,い,表内読み
濛,音,モウ,,表内読み
濛,音,ボウ,,表内読み
臨,訓,のぞ,む,表内読み
臨,音,リン,,表内読み
筈,訓,はず,,表内読み
筈,訓,やはず,,表内読み
筈,音,カツ,,表内読み
𢰝,訓,もて,,表内読み
局,訓,つぼね,,表外読み
局,音,キョク,,表内読み
雍,訓,やわ,らぐ,表内読み
雍,訓,ふさ,ぐ,表内読み
雍,訓,いだ,く,表内読み
雍,音,ヨウ,,表内読み
雍,音,ユ,,表内読み
紮,訓,から,げる,表内読み
紮,訓,とど,まる,表内読み
紮,音,サツ,,表内読み
竹,訓,たけ,,表内読み
竹,音,チク,,表内読み
矤,訓,いわ,んや,表内読み
矤,訓,は,ぐ,表内読み
矤,音,シン,,表内読み
尹,訓,おさ,める,表内読み
尹,訓,ただ,す,表内読み
尹,訓,おさ,,表内読み
尹,音,イン,,表内読み
狠,訓,もと,る,表内読み
狠,訓,か,む,表内読み
狠,音,コン,,表内読み
茰,音,ユ,,表内読み
攞,音,ラ,,表内読み
恷,訓,やす,,表内読み
恷,訓,よし,,表内読み
恷,音,キュウ,,表内読み
蹯,音,ハン,,表内読み
恬,訓,やす,い,表内読み
恬,訓,やす,らか,表内読み
恬,訓,やす,んずる,表内読み
恬,訓,しず,か,表内読み
恬,音,テン,,表内読み
弟,訓,おとうと,,表内読み
弟,音,テイ,,表内読み
弟,音,ダイ,,表内読み
弟,音,デ,,表内読み
戍,訓,まも,る,表内読み
戍,訓,まも,り,表内読み
戍,訓,たむろ,,表内読み
戍,音,ジュ,,表内読み
敘,訓,つい,ず,表内読み
敘,訓,の,べる,表内読み
敘,音,ジョ,,表内読み
顓,音,セン,,表内読み
𣑋,訓,くれ,,表内読み
巓,訓,いただき,,表内読み
巓,音,テン,,表内読み
既,訓,すで,に,表内読み
既,訓,つ,きる,表内読み
既,音,キ,,表内読み
召,訓,め,す,表内読み
召,音,ショウ,,表内読み
莚,訓,の,びる,表内読み
莚,訓,はびこ,る,表内読み
莚,訓,むしろ,,表内読み
莚,音,エン,,表内読み
厶,訓,わたくし,,表内読み
厶,訓,ござ,る,表内読み
厶,音,ボウ,,表内読み
厶,音,シ,,表内読み
葳,音,イ,,表内読み
芤,音,コウ,,表内読み
紓,訓,ゆる,やか,表内読み
紓,音,ショ,,表内読み
紓,音,ジョ,,表内読み
園,訓,その,,表内読み
園,訓,にわ,,表外読み
園,音,エン,,表内読み
園,音,オン,,表外読み
唯,訓,ただ,,表外読み
唯,音,ユイ,,表内読み
唯,音,イ,,表内読み
算,訓,かぞ,える,表外読み
算,訓,かず,,表外読み
算,音,サン,,表内読み
硯,訓,すずり,,表内読み
硯,音,ケン,,表内読み
硯,音,ゲン,,表内読み
鈐,音,ケン,,表内読み
鱲,訓,からすみ,,表内読み
鱲,音,リョウ,,表内読み
畧,訓,おさ,める,表内読み
畧,訓,はか,る,表内読み
畧,訓,はかりごと,,表内読み
畧,訓,ほぼ,,表内読み
畧,訓,はぶ,く,表内読み
畧,訓,おか,す,表内読み
畧,音,リャク,,表内読み
紽,訓,ひびろ,,表内読み
紽,音,タ,,表内読み
紽,音,ダ,,表内読み
藶,音,レキ,,表内読み
嚨,音,ロウ,,表内読み
示,訓,しめ,す,表内読み
示,訓,しめ,し,表外読み
示,音,ジ,,表内読み
示,音,シ,,表内読み
俒,音,コン,,表内読み
兗,音,エン,,表内読み
鋒,訓,ほこさき,,表内読み
鋒,訓,きっさき,,表内読み
鋒,訓,ほこ,,表内読み
鋒,音,フ,,表内読み
鋒,音,ホウ,,表内読み
鼡,訓,ねずみ,,表内読み
鼡,音,ソ,,表内読み
鼡,音,ショ,,表内読み
肧,訓,はら,む,表内読み
肧,訓,はじ,め,表内読み
肧,音,ハイ,,表内読み
酥,音,ソ,,表内読み
偵,訓,うかが,う,表外読み
偵,音,テイ,,表内読み
聹,音,ネイ,,表内読み
﨡,訓,にい,,表内読み
顬,音,ジュ,,表内読み
唎,音,リ,,表内読み
営,訓,いとな,む,表内読み
営,訓,いとな,み,表外読み
営,音,エイ,,表内読み
掌,訓,たなごころ,,表外読み
掌,訓,つかさど,る,表外読み
掌,音,ショウ,,表内読み
預,訓,あず,ける,表内読み
預,訓,あず,かる,表内読み
預,訓,あらかじ,め,表外読み
預,音,ヨ,,表内読み
匳,訓,くしげ,,表内読み
匳,訓,はこ,,表内読み
匳,訓,こばこ,,表内読み
匳,音,レン,,表内読み
媿,訓,は,じる,表内読み
媿,訓,はじ,,表内読み
媿,音,キ,,表内読み
埜,訓,の,,表内読み
埜,訓,いや,しい,表内読み
埜,訓,いなかや,,表内読み
埜,音,ヤ,,表内読み
埜,音,ショ,,表内読み
綶,音,カ,,表内読み
蓐,訓,しとね,,表内読み
蓐,音,ジョク,,表内読み
醂,訓,さわ,す,表内読み
醂,訓,あわ,す,表内読み
醂,音,リン,,表内読み
尃,音,フ,,表内読み
梲,訓,うだち,,表内読み
梲,訓,うだつ,,表内読み
梲,訓,つえ,,表内読み
梲,音,セツ,,表内読み
梲,音,タツ,,表内読み
斲,訓,き,る,表内読み
斲,訓,けず,る,表内読み
斲,音,タク,,表内読み
黮,訓,くら,い,表内読み
黮,音,タン,,表内読み
黮,音,シン,,表内読み
欷,訓,すすりな,く,表内読み
欷,訓,なげ,く,表内読み
欷,音,キ,,表内読み
肖,訓,に,る,表外読み
肖,訓,あやか,る,表外読み
肖,音,ショウ,,表内読み
辛,訓,から,い,表内読み
辛,訓,つら,い,表外読み
辛,訓,かのと,,表外読み
辛,訓,からし,,表外読み
辛,音,シン,,表内読み
鵐,訓,しとど,,表内読み
鵐,音,ブ,,表内読み
鵐,音,ム,,表内読み
𩻄,訓,やもお,,表内読み
𩻄,訓,やもめ,,表内読み
𩻄,訓,や,む,表内読み
𩻄,音,カン,,表内読み
妖,訓,あや,しい,表内読み
妖,訓,なまめ,かしい,表外読み
妖,訓,なまめ,く,表外読み
妖,訓,わざわ,い,表外読み
妖,音,ヨウ,,表内読み
岢,音,カ,,表内読み
傒,音,ケイ,,表内読み
癬,訓,たむし,,表内読み
癬,訓,ひぜん,,表内読み
癬,音,セン,,表内読み
蓜,訓,はい,,表内読み
厂,訓,がけ,,表内読み
厂,音,カン,,表内読み
懟,訓,うら,む,表内読み
懟,音,ツイ,,表内読み
懟,音,タイ,,表内読み
詰,訓,つ,める,表内読み
詰,訓,つ,まる,表内読み
詰,訓,つ,む,表内読み
詰,訓,なじ,る,表外読み
詰,音,キツ,,表内読み
禩,訓,まつ,る,表内読み
禩,訓,まつ,り,表内読み
禩,訓,とし,,表内読み
禩,音,シ,,表内読み
渥,訓,あつ,い,表内読み
渥,訓,うるお,う,表内読み
渥,訓,うるお,い,表内読み
渥,音,アク,,表内読み
随,訓,したが,う,表外読み
随,音,ズイ,,表内読み
奕,訓,かさ,なる,表内読み
奕,訓,うつく,しい,表内読み
奕,訓,おお,きい,表内読み
奕,訓,いご,,表内読み
奕,訓,ばくち,,表内読み
奕,訓,うれ,える,表内読み
奕,音,エキ,,表内読み
奕,音,ヤク,,表内読み
掽,訓,はえ,,表内読み
掽,音,ホウ,,表内読み
梅,訓,うめ,,表内読み
梅,音,バイ,,表内読み
邢,音,ケイ,,表内読み
剔,訓,えぐ,る,表内読み
剔,訓,そ,る,表内読み
剔,音,テキ,,表内読み
剔,音,テイ,,表内読み
鐄,音,コウ,,表内読み
眊,訓,くら,い,表内読み
眊,音,ボウ,,表内読み
眊,音,モウ,,表内読み
轍,訓,わだち,,表内読み
轍,音,テツ,,表内読み
萓,音,ギ,,表内読み
笶,訓,や,,表内読み
笶,音,シ,,表内読み
弶,音,キョウ,,表内読み
弶,音,ゴウ,,表内読み
颭,音,セン,,表内読み
艙,訓,ふなぐら,,表内読み
艙,音,ソウ,,表内読み
捨,訓,す,てる,表内読み
捨,訓,ほどこ,す,表外読み
捨,音,シャ,,表内読み
瞔,音,サク,,表内読み
巠,音,ケイ,,表内読み
㷔,訓,ほのお,,表内読み
㷔,訓,も,える,表内読み
㷔,音,エン,,表内読み
迂,訓,とお,い,表内読み
迂,訓,まが,る,表内読み
迂,音,ウ,,表内読み
瀧,訓,たき,,表内読み
瀧,音,ロウ,,表内読み
齘,音,カイ,,表内読み
浄,訓,きよ,い,表外読み
浄,音,ジョウ,,表内読み
尠,訓,すく,ない,表内読み
尠,音,セン,,表内読み
榑,訓,くれ,,表内読み
榑,音,フ,,表内読み
憮,訓,いつく,しむ,表内読み
憮,音,ブ,,表内読み
憮,音,ム,,表内読み
楼,訓,たかどの,,表外読み
楼,音,ロウ,,表内読み
爫,訓,－,,表内読み
爫,音,－,,表内読み
鰱,訓,たなご,,表内読み
鰱,音,レン,,表内読み
樌,音,カン,,表内読み
闓,音,カイ,,表内読み
凃,訓,みち,,表内読み
凃,音,ト,,表内読み
凃,音,チョ,,表内読み
凃,音,ジョ,,表内読み
糅,訓,ま,じる,表内読み
糅,訓,まじ,える,表内読み
糅,訓,かて,る,表内読み
糅,音,ジュウ,,表内読み
珏,音,カク,,表内読み
旡,音,キ,,表内読み
旡,音,ケ,,表内読み
抑,訓,おさ,える,表内読み
抑,訓,そもそも,,表外読み
抑,訓,ふさ,ぐ,表外読み
抑,音,ヨク,,表内読み
印,訓,しるし,,表内読み
印,訓,しる,す,表外読み
印,音,イン,,表内読み
蝦,訓,がま,,表内読み
蝦,訓,えび,,表内読み
蝦,音,カ,,表内読み
蝦,音,ガ,,表内読み
銛,訓,すき,,表内読み
銛,訓,もり,,表内読み
銛,訓,するど,い,表内読み
銛,音,セン,,表内読み
窶,訓,まず,しい,表内読み
窶,訓,やつ,れる,表内読み
窶,訓,やつ,す,表内読み
窶,音,ク,,表内読み
窶,音,ロウ,,表内読み
䜌,音,ラン,,表内読み
碗,音,ワン,,表内読み
慫,訓,すす,める,表内読み
慫,訓,おどろ,く,表内読み
慫,音,ショウ,,表内読み
鰲,訓,おおがめ,,表内読み
鰲,音,ゴウ,,表内読み
韵,訓,ひび,き,表内読み
韵,音,イン,,表内読み
奮,訓,ふる,う,表内読み
奮,音,フン,,表内読み
焃,音,カク,,表内読み
焃,音,キャク,,表内読み
鍳,訓,かがみ,,表内読み
鍳,訓,かんが,みる,表内読み
鍳,音,カン,,表内読み
芫,訓,ふじもどき,,表内読み
芫,訓,さつまふじ,,表内読み
芫,音,ゲン,,表内読み
珊,音,サン,,表内読み
車,訓,くるま,,表内読み
車,音,シャ,,表内読み
薫,訓,かお,る,表内読み
薫,訓,かお,り,表外読み
薫,訓,かおりぐさ,,表外読み
薫,訓,た,く,表外読み
薫,音,クン,,表内読み
帳,訓,とばり,,表外読み
帳,音,チョウ,,表内読み
濃,訓,こ,い,表内読み
濃,訓,こま,やか,表外読み
濃,音,ノウ,,表内読み
濃,音,ジョウ,,表外読み
同,訓,おな,じ,表内読み
同,訓,とも,に,表外読み
同,音,ドウ,,表内読み
同,音,トウ,,表外読み
欅,訓,けやき,,表内読み
欅,音,キョ,,表内読み
靂,音,レキ,,表内読み
毗,訓,たす,ける,表内読み
毗,音,ヒ,,表内読み
毗,音,ビ,,表内読み
嗑,音,コウ,,表内読み
敕,訓,みことのり,,表内読み
敕,訓,いまし,める,表内読み
敕,音,チョク,,表内読み
相,訓,あい,,表内読み
相,訓,さが,,表外読み
相,訓,たす,ける,表外読み
相,音,ソウ,,表内読み
相,音,ショウ,,表内読み
憎,訓,にく,む,表内読み
憎,訓,にく,しみ,表内読み
憎,訓,にく,い,表内読み
憎,訓,にく,らしい,表内読み
憎,音,ゾウ,,表内読み
憎,音,ソウ,,表外読み
离,音,チ,,表内読み
离,音,リ,,表内読み
勑,訓,ねぎら,う,表内読み
勑,訓,いまし,める,表内読み
勑,音,ライ,,表内読み
勑,音,チョク,,表内読み
麦,訓,むぎ,,表内読み
麦,音,バク,,表内読み
孃,訓,むすめ,,表内読み
孃,音,ジョウ,,表内読み
皸,訓,ひび,,表内読み
皸,訓,あかぎれ,,表内読み
皸,音,クン,,表内読み
惱,訓,なや,む,表内読み
惱,訓,なや,ます,表内読み
惱,訓,なや,み,表内読み
惱,音,ノウ,,表内読み
惱,音,ドウ,,表内読み
淇,音,キ,,表内読み
河,訓,かわ,,表内読み
河,音,カ,,表内読み
防,訓,ふせ,ぐ,表内読み
防,訓,まも,る,表外読み
防,音,ボウ,,表内読み
防,音,ホウ,,表外読み
癌,音,ガン,,表内読み
窃,訓,ぬす,む,表外読み
窃,訓,ひそ,かに,表外読み
窃,音,セツ,,表内読み
沈,訓,しず,む,表内読み
沈,訓,しず,める,表内読み
沈,音,チン,,表内読み
沈,音,ジン,,表外読み
冢,訓,つか,,表内読み
冢,訓,おお,きい,表内読み
冢,音,チョウ,,表内読み
惇,訓,あつ,い,表内読み
惇,訓,まこと,,表内読み
惇,音,ジュン,,表内読み
惇,音,トン,,表内読み
殍,訓,うえじに,,表内読み
殍,訓,うえじに,する,表内読み
殍,音,ヒョウ,,表内読み
殍,音,フ,,表内読み
槞,訓,おり,,表内読み
槞,音,ロウ,,表内読み
潸,音,サン,,表内読み
逸,訓,はし,る,表内読み
逸,訓,うしな,う,表内読み
逸,訓,そ,れる,表内読み
逸,訓,そ,らす,表内読み
逸,訓,はや,る,表内読み
逸,訓,すぐ,れる,表内読み
逸,訓,はぐ,れる,表内読み
逸,音,イツ,,表内読み
逸,音,イチ,,表内読み
暻,音,ケイ,,表内読み
僎,音,セン,,表内読み
雋,訓,すぐ,れる,表内読み
雋,音,セン,,表内読み
雋,音,シュン,,表内読み
豩,音,ヒン,,表内読み
豩,音,カン,,表内読み
嘉,訓,よ,い,表内読み
嘉,訓,よみ,する,表内読み
嘉,音,カ,,表内読み
熔,訓,いがた,,表内読み
熔,訓,と,かす,表内読み
熔,訓,と,ける,表内読み
熔,訓,い,る,表内読み
熔,音,ヨウ,,表内読み
蝀,音,トウ,,表内読み
芥,訓,からし,,表内読み
芥,訓,あくた,,表内読み
芥,音,カイ,,表内読み
芥,音,ケ,,表内読み
鑿,訓,のみ,,表内読み
鑿,訓,うが,つ,表内読み
鑿,音,サク,,表内読み
坡,訓,さか,,表内読み
坡,訓,つつみ,,表内読み
坡,音,ハ,,表内読み
坡,音,ヒ,,表内読み
脹,訓,ふく,れる,表内読み
脹,訓,ふく,らむ,表内読み
脹,訓,は,れる,表内読み
脹,訓,ふく,よか,表内読み
脹,音,チョウ,,表内読み
貉,訓,むじな,,表内読み
貉,音,カク,,表内読み
貉,音,バク,,表内読み
資,訓,たから,,表外読み
資,訓,もと,,表外読み
資,訓,たす,ける,表外読み
資,訓,たち,,表外読み
資,音,シ,,表内読み
挈,訓,ひっさ,げる,表内読み
挈,音,ケイ,,表内読み
挈,音,ケツ,,表内読み
蝶,音,チョウ,,表内読み
桮,訓,さかずき,,表内読み
桮,音,ハイ,,表内読み
矠,訓,やす,,表内読み
矠,音,サク,,表内読み
炭,訓,すみ,,表内読み
炭,音,タン,,表内読み
押,訓,お,す,表内読み
押,訓,お,さえる,表内読み
押,音,オウ,,表内読み
巖,訓,いわ,,表内読み
巖,訓,いわお,,表内読み
巖,訓,けわ,しい,表内読み
巖,訓,がけ,,表内読み
巖,音,ガン,,表内読み
輜,訓,ほろぐるま,,表内読み
輜,訓,にぐるま,,表内読み
輜,音,シ,,表内読み
夬,訓,ゆがけ,,表内読み
夬,訓,わ,ける,表内読み
夬,訓,き,める,表内読み
