漢字,意味
稼,◦国 かせぐ。働いて金銭を得る。
箇,物を数える助数詞。
箇,この。あの。物やところをさす語。
花,はな。草木のはな。牡丹のはな。
花,花のような形のもの。
花,美しいもののたとえ。
花,◦国 はな。桜のはな。
花,◦国 美しい。はなやか。
花,◦国 芸人・芸者などに与える祝儀。
花,◦国 はな合わせ。
苛,からい。きびしい。むごい。
苛,わずらわしい。こまかい。
苛,せめる。とがめる。
苛,◦国 さいなむ。いじめる。
苛,◦国 いらだつ。いらいらする。
茄,◦一 はす。はちす。はすの茎。
茄,◦二 なす。なすび。ナス科の植物。
荷,◦一 はす。はちす。スイレン科の多年草。
荷,◦二 に。にもつ。
荷,◦二 になう。かつぐ。引き受ける。
荷,◦国 か。荷物を数える助数詞。
華,はな。草木の花の総称。
華,はなさく。はなが咲く。
華,はなやか。美しい。
華,つや。いろどり。
華,かざり。模様。
華,さかえる。
華,しろい。おしろい。
華,中国の自称。
華,山の名。華山。
菓,くだもの。木の実。果実。
菓,◦国 かし。おかし。
蝦,がま。ひきがえる。
蝦,えび。エビ目の甲殻類。
課,こころみる。はかる。ためす。
課,わりあてる。仕事や税をわりあてる。組織・会社などの区分。
課,わりあて。
嘩,かまびすしい。やかましい。
貨,たから。金銭。価値があるもの。
貨,商品。品物。
貨,まいないする。
迦,梵語の音訳字。
迦,であう。思いがけなく出会う。
過,すぎる。通りすぎる。ゆきすぎる。度がすぎる。
過,よぎる。立ち寄る。
過,すごす。くらす。月日をおくる。
過,あやまち。間違い。とが。つみ。
霞,朝焼け。夕焼け。
霞,◦国 かすみ。空気中の水滴で遠くがぼんやりして見える現象。
霞,◦国 かすむ。ぼんやりして見えにくい。
蚊,か。昆虫の名。カ科に属する昆虫。
俄,かたむく。
俄,にわか。たちまち。急に。突然。
俄,ロシア。俄羅斯の略。
俄,◦国 にわか。にわか狂言。
峨,けわしい。山が高くけわしい。
我,われ。自分。自分の。
我,自己本位。ひとりよがり。
牙,は。糸切り歯。奥歯。
牙,きば。動物の歯の中で特に大きくとがったもの。
牙,ぞうのきば。
牙,さいとり。仲買。
画,◦一 かぎる。区切る。
画,◦一 さかい。区切り。
画,◦一 漢字の線や点。
画,◦一 はかる。はかりごと。
画,◦二 え。えがく。かく。絵をかく。
臥,ふす。ふせる。寝る。横になる。
臥,ふしど。ねま。
芽,め。草木のめ。
芽,めばえ。きざし。
芽,めぐむ。めばえる。めを出す。
蛾,◦一 が。鱗翅目の昆虫でチョウ以外のものの総称。
蛾,◦一 まゆげ。蛾の触角のような細長く美しいまゆ。
蛾,◦二 あり。アリ科の昆虫。
賀,よろこぶ。いわう。
賀,になう。かつぐ。
雅,みやび。みやびやか。上品。
雅,つね。つねに。
雅,ただしい。
雅,からす。カラス科の鳥。
餓,うえる。食物がつきて苦しむ。うえ。
駕,車に牛馬をつなぐ。
駕,のる。馬や馬車に乗る。
駕,のりもの。天子の乗り物。
駕,あやつる。御する。
駕,しのぐ。こえる。
介,たすける。
介,間にはいる。仲立ちする。
介,はさむ。はさまる。
介,よろい。よろいをつける。
介,甲羅。貝殻。
介,おおきい。
介,ひとり。ひとつ。
介,◦国 すけ。昔の官名。国司の第二等官。
会,あう。であう。
会,あつまる。あつめる。
会,あつまり。
会,おり。時機。
会,さとる。かなう。理解する。
会,たまたま。偶然。ちょうど。
会,かぞえる。集計する。
解,とく。わける。ばらばらにする。
解,ほどく。ときほぐす。
解,ときあかす。
解,わかる。さとる。
解,易の六十四卦の一つ。
解,◦国 下位の者が上位の者へ差し出す文書。
回,まわる。めぐる。
回,まわす。めぐらす。
回,かえる。もどる。
回,たび。度数。
回,たがう。そむく。
塊,つちくれ。土のかたまり。
塊,かたまり。
塊,ひとりぼっち。
壊,こわれる。やぶれる。くずれる。
壊,こわす。やぶる。くずす。
廻,まわる。めぐる。まわす。めぐらす。
廻,かえる。かえす。
快,こころよい。気持ちがよい。たのしい。
快,病気がなおる。
快,はやい。
快,するどい。切れ味がよい。
怪,あやしむ。不思議に思う。疑わしく思う。
怪,あやしい。不思議な。疑わしい。珍しい。
怪,並外れた。
怪,あやしいもの。ばけもの。
悔,くいる。くやむ。くやしく思う。残念に思う。
悔,くい。心残り。
悔,くやしい。
悔,◦国 くやみ。人の死を悲しみ悼むこと。
恢,ひろい。おおきい。
恢,ひろめる。盛んにする。
恢,かえる。かえす。もどる。
懐,おもう。心にいだく。
懐,なつかしむ。なつかしく思う。
懐,なつく。なつける。したしむ。
懐,いだく。ふところにする。もつ。
懐,ふところ。
戒,いましめる。そなえる。用心する。つつしむ。
戒,さとす。
戒,いましめ。
戒,宗教上の守るべきおきて。
拐,かたる。金品をだまし取る。
拐,かどわかす。人をだまして連れ去る。
拐,つえ。
改,あらためる。あらたまる。新しいものにかえる。
改,あらため。検査する。
魁,ひしゃく。
魁,北斗七星のひしゃくの頭の形にあたる部分。また、北斗七星の第一星。
魁,おおきい。すぐれる。
魁,かしら。首領。
魁,さきがけ。先頭。先駆者。
晦,みそか。つごもり。陰暦で月の最後の日。
晦,くらい。明るくない。わからない。
晦,くらます。身をかくす。
械,かせ。罪人の自由を奪うための刑具。
械,からくり。しかけ。
械,道具。
海,うみ。わた。
海,みずうみ。
海,物事が多く集まるところ。
海,うみのように広大なもののたとえ。
灰,はい。もえかす。もえがら。
灰,生気のないもの。
灰,はいになる。なくなる。ほろびる。
灰,はい色。
界,さかい。くぎり。かぎり。辺り。
界,一定の範囲。
界,さかいする。くぎりをつける。
皆,みな。すべて。ことごとく。
皆,ともに。
皆,あまねし。あまねく。
絵,え。物の形や姿を描いたもの。
絵,えがく。
絵,いろどり。模様。
芥,からしな。アブラナ科の越年草。
芥,からし。カラシナの種子から作られた香辛料。
芥,細かいもの。小さいもの。つまらないもの。
芥,あくた。ごみ。
蟹,かに。カニ下目の甲殻類。はさみの形をした脚をもち体が堅い殻に覆われる。
開,ひらく。ひらける。あく。あける。
開,ひろがる。
開,きりひらく。
開,はじめる。はじまる。
開,◦国 ひらける。発展する。世の中がひらける。
開,◦国 ひらき。終わる。解散する。
開,◦国 ひらき。へだたり。
階,きざはし。階段。
階,はしご。
階,はしごをかける。
階,しな。等級。
階,たより。よりどころ。
階,建物の層を数える助数詞。
貝,かい。かいがら。
貝,たから。貨幣。
貝,貝多羅（ばいたら）樹の略。古代インドではこの樹木の葉に経文を写した。
凱,かちどき。戦いに勝った時にあげる声。
凱,やわらぐ。たのしむ。
劾,しらべる。罪をきびしく取りしらべる。
劾,あばく。罪をあばく。
外,そと。ほか。そとがわ。
外,おもて。表面。
外,よそ。よその土地。
外,朝廷に対しての地方。
外,妻の身内。
外,そとにする。のぞく。遠ざける。
外,はずす。はずれる。
咳,◦一 せき。しわぶき。
咳,◦一 せく。せきをする。
咳,◦二 赤子。幼児。
咳,◦二 幼児が笑う。
害,そこなう。傷つける。こわす。殺す。
害,わざわい。さまたげ。災難。
害,ねたむ。きらう。
害,さまたげる。邪魔をする。
害,なんぞ。いつか。疑問を表す助字。
崖,がけ。切り立った険しいがけ。
崖,かどだつ。
崖,かぎり。はて。
慨,なげく。なげき。ため息をつく。
慨,いきどおる。腹を立てる。
概,おおむね。大体。
概,とかき。ますかき。ますから溢れた部分を平らにならす棒。
概,おもむき。様子。
概,ならす。平らにならす。
涯,はて。かぎり。
涯,みぎわ。きし。水際。
碍,さまたげる。さえぎる。邪魔をする。
碍,さまたげ。
蓋,ふた。おおい。
蓋,かさ。雨や日差しを防ぐもの。
蓋,おおう。おおいかぶせる。
蓋,けだし。思うに。たぶん。
蓋,とま。むしろ。
街,まち。ちまた。
街,十字路。まちの中を区切る通り。
該,かねる。あわせもつ。そなわる。
該,その。それ。
該,あたる。当てはまる。
鎧,よろい。身を守る武具。
鎧,よろう。よろいを着用する。
骸,ほね。
骸,すねのほね。
骸,むくろ。なきがら。
浬,かいり。海面上の距離の単位。
浬,◦国 ノット。速度の単位。一時間に一海里を進む速さ。
馨,かおり。良いにおい。
馨,かおる。かぐわしい。良いにおいが広がる。
馨,名声。評判。
馨,評判が広く伝わる。
蛙,かえる。かわず。両生綱無尾目の動物の総称。
蛙,みだら。
垣,かき。かきね。
垣,役所。
柿,かき。カキノキ科の落葉樹。また、その実。
